run_serial,run_num,trial_num,real_trial,trial_type,stimulus,rep_ttype,stim_onset,category,response,rt,cor,resp_onset,win_flip_time,goal_duration,goal_onset,face_animal_side,squareside,cor_button,irrelevant
4.0,4.0,0.0,0.0,7.0,animal1/animal10_dom_00000454_005.jpg-object1/object11_man_fan_10s.jpg-word0/word00_d_door17.wav,0.0,0.409026367822662,0.0,0.0,1.6219549539964646,1.0,2.0391772659495473,0.4169187468942255,4.0,0.0,0.0,0.0,0.0,dom-man-d
4.0,4.0,1.0,0.0,9.0,stat/stat_1.png-stat/stat_1.png-300,-1.0,4.441233556950465,-1.0,0.0,0.48641736386343837,1.0,4.935167226009071,4.448464610846713,4.0,4.0,0.0,0.0,0.0,st-st-st
4.0,4.0,2.0,0.0,5.0,animal1/animal11_wild_OIP-4n17Bg51U7_oOdY2lMpCxwHaJh.jpeg-object0/object01_man_cornbread_06s.jpg-word0/word01_l_lake18.wav,0.0,8.523375971941277,0.0,0.0,1.1483338549733162,1.0,9.679163031978533,8.53052520682104,4.0,8.0,1.0,0.0,0.0,wild-man-l
4.0,4.0,3.0,0.0,9.0,stat/stat_1.png-stat/stat_1.png-300,-1.0,12.55414749099873,-1.0,0.0,0.388377966824919,1.0,12.951126732863486,12.562449340010062,4.0,12.0,1.0,1.0,0.0,st-st-st
4.0,4.0,4.0,0.0,5.0,animal1/animal10_dom_00000419_004.jpg-object0/object00_nat_pepper2_08s.jpg-word0/word01_l_lake7.wav,0.0,16.64925012504682,0.0,0.0,1.217918137088418,1.0,17.87923655495979,16.6610222379677,4.0,16.0,0.0,0.0,0.0,dom-nat-l
4.0,4.0,5.0,0.0,5.0,animal1/animal11_wild_OIP-aB77PEB-urchabPaIPIQmwHaFj.jpeg-object0/object00_nat_pecan_12s.jpg-word0/word00_d_door9.wav,37.0,20.770894672023132,0.0,1.0,1.446140679065138,0.0,22.223113561049104,20.77666806592606,4.0,20.0,0.0,0.0,0.0,wild-nat-d
4.0,4.0,6.0,1.0,6.0,animal1/animal11_wild_OIP-NWsAybAgTgvyeivPblFrAwHaKq.jpeg-object0/object00_nat_grape_09s.jpg-word1/word11_l_lose16_2.wav,38.0,24.875968558946624,1.0,1.0,1.2912490649614483,1.0,26.183287672000006,24.891717890044674,4.0,24.0,1.0,0.0,1.0,wild-nat-l
4.0,4.0,7.0,1.0,5.0,animal1/animal10_dom_00000445_000.jpg-object0/object01_man_crepe_04s.jpg-word0/word01_l_lake12_2.wav,45.0,28.984388646902516,0.0,1.0,1.1923723500221968,1.0,30.18305667489767,28.99038539500907,4.0,28.0,1.0,1.0,1.0,dom-man-l
4.0,4.0,8.0,1.0,2.0,animal0/animal01_wild_American_Three_toed_Woodpecker_0017_2250019808.jpg-object0/object00_nat_grapefruit_13s.jpg-word1/word10_d_dig4.wav,34.0,33.1069737218786,1.0,1.0,1.4364541489630938,1.0,34.55907123093493,33.12230792385526,6.0,32.0,0.0,0.0,1.0,wild-nat-d
4.0,4.0,9.0,1.0,5.0,animal1/animal11_wild_OIP-DsptawZTCAgdcDrT5SEeqwHaFj.jpeg-object0/object01_man_donut_05s.jpg-word0/word00_d_door7_2.wav,13.0,39.192866140045226,0.0,1.0,1.2431548200547695,1.0,40.44714035000652,39.20367872901261,6.0,38.0,0.0,1.0,1.0,wild-man-d
