run_serial,run_num,trial_num,real_trial,trial_type,stimulus,rep_ttype,stim_onset,category,response,rt,cor,resp_onset,win_flip_time,goal_duration,goal_onset,face_animal_side,squareside,cor_button,irrelevant
20.0,20.0,0.0,0.0,4.0,animal0/animal00_dom_OIP-e1Tqhk-9RUFfJk2LtIc6dAHaFj.jpeg-object1/object11_man_keg_17s.jpg-word1/word11_l_lose8_2.wav,0.0,0.38238463799643796,1.0,0.0,1.6286809620069107,0.0,2.028739810004481,0.39973172299505677,4.0,0.0,1.0,0.0,1.0,dom-man-l
20.0,20.0,1.0,0.0,6.0,animal1/animal10_dom_00000015_021.jpg-object0/object00_nat_gourd_16s.jpg-word1/word10_d_dig15.wav,30.0,4.486044550998486,1.0,0.0,1.3781026910000946,1.0,5.876876406007796,4.498405391001143,6.0,4.0,1.0,1.0,0.0,dom-nat-d
20.0,20.0,2.0,0.0,9.0,stat/stat_1.png-stat/stat_1.png-300,-1.0,10.520679217006546,-1.0,0.0,0.4835530039999867,1.0,11.013847645997885,10.529758881006273,4.0,10.0,0.0,1.0,0.0,st-st-st
20.0,20.0,3.0,0.0,5.0,animal1/animal10_dom_00000001_029.jpg-object0/object01_man_mashed_potato_13s.jpg-word0/word01_l_lake11_2.wav,0.0,14.609947413002374,0.0,0.0,1.6638827830029186,1.0,16.292512246000115,14.62843320799584,4.0,14.0,0.0,0.0,0.0,dom-man-l
20.0,20.0,4.0,0.0,9.0,stat/stat_1.png-stat/stat_1.png-300,-1.0,18.650624400004745,-1.0,0.0,0.4398119690013118,1.0,19.10059668699978,18.660521890007658,4.0,18.0,1.0,0.0,0.0,st-st-st
20.0,20.0,5.0,0.0,9.0,stat/stat_1.png-stat/stat_1.png-300,-1.0,22.682737003997318,-1.0,0.0,0.4077744509995682,1.0,23.100606053994852,22.692572095998912,4.0,22.0,0.0,0.0,0.0,st-st-st
20.0,20.0,6.0,1.0,2.0,animal0/animal01_wild_Red_eyed_Vireo_0028_2502711347.jpg-object0/object00_nat_cucumber_14n.jpg-word1/word11_l_lose9.wav,0.0,26.7707320190093,0.0,1.0,1.206923289995757,0.0,27.981834072008496,26.77434475100017,4.0,26.0,1.0,0.0,0.0,wild-nat-l
20.0,20.0,7.0,1.0,7.0,animal1/animal10_dom_00000407_015.jpg-object1/object11_man_dagger_13s.jpg-word0/word00_d_door13.wav,15.0,30.835595680007827,1.0,0.0,1.332797736991779,1.0,32.17290279000008,30.83973323900136,4.0,30.0,1.0,1.0,0.0,dom-man-d
20.0,20.0,8.0,1.0,7.0,animal1/animal10_dom_00000311_020.jpg-object1/object11_man_gavel_08s.jpg-word0/word01_l_lake9.wav,55.0,35.22541193300276,1.0,0.0,1.5421278510038974,0.0,36.797498886007816,35.25492931899498,4.0,34.0,0.0,0.0,1.0,dom-man-l
20.0,20.0,9.0,1.0,6.0,animal1/animal10_dom_00000092_025.jpg-object0/object01_man_brownie_02s.jpg-word1/word10_d_dig6_2.wav,54.0,39.35626691300422,1.0,1.0,1.6268342090043006,1.0,40.99771091900766,39.37032141200325,4.0,38.0,1.0,0.0,1.0,dom-man-d
20.0,20.0,10.0,1.0,5.0,animal1/animal10_dom_00000412_019.jpg-object0/object00_nat_ginger_11s.jpg-word0/word00_d_door16.wav,45.0,43.46022394200554,0.0,1.0,1.4473477120045573,1.0,44.916512619995046,43.468889167008456,10.0,42.0,1.0,1.0,1.0,dom-nat-d
