run_serial,run_num,trial_num,real_trial,trial_type,stimulus,rep_ttype,stim_onset,category,response,rt,cor,resp_onset,win_flip_time,goal_duration,goal_onset,face_animal_side,squareside,cor_button,irrelevant
11.0,11.0,0.0,0.0,7.0,animal1/animal11_wild_OIP-q-HlCxSZcKwAuW1JkfDuigHaHa.jpeg-object1/object11_man_arrow_01b.jpg-word0/word00_d_door17.wav,0.0,0.34751825299963457,1.0,0.0,1.9797468610004216,0.0,2.3470811369998046,0.3670766239997647,4.0,0.0,1.0,0.0,1.0,wild-man-d
11.0,11.0,1.0,0.0,4.0,animal0/animal00_dom_OIP-fYE0Ubrspa6j3LBhfGjhSQHaFj.jpeg-object1/object10_nat_log_07s.jpg-word1/word10_d_dig10.wav,52.0,4.445886387999963,1.0,0.0,1.674248617000103,0.0,6.123057861999769,4.448513504999937,4.0,4.0,0.0,0.0,1.0,dom-nat-d
11.0,11.0,2.0,0.0,1.0,animal0/animal00_dom_OIP-63Tko1ej3YCzWBDIT-uIigHaFj.jpeg-object0/object00_nat_celery_07s.jpg-word0/word00_d_door14_2.wav,25.0,8.536976181999762,1.0,0.0,1.608613036999941,1.0,10.156325063999702,8.547180244999709,6.0,8.0,0.0,1.0,0.0,dom-nat-d
11.0,11.0,3.0,0.0,7.0,animal1/animal10_dom_00000032_002.jpg-object1/object11_man_duffel_bag_07s.jpg-word0/word01_l_lake14.wav,7.0,14.628889051999977,1.0,1.0,1.5256090740003856,1.0,16.170995483999832,14.64508888499995,4.0,14.0,0.0,0.0,1.0,dom-man-l
11.0,11.0,4.0,0.0,9.0,stat/stat_1.png-stat/stat_1.png-300,-1.0,18.66786226799968,-1.0,1.0,0.4698983120001685,1.0,19.147349847999976,18.677146732999972,4.0,18.0,0.0,0.0,1.0,st-st-st
11.0,11.0,5.0,0.0,8.0,animal1/animal11_wild_OIP-ioKcCvEnYDS1rtvZ4LObiAHaFj.jpeg-object1/object11_man_duffel_bag_11s.jpg-word1/word10_d_dig16.wav,0.0,22.753187224999692,0.0,0.0,1.6038769589999902,1.0,24.36353952799982,22.759074244999738,4.0,22.0,0.0,0.0,0.0,wild-man-d
11.0,11.0,6.0,1.0,6.0,animal1/animal10_dom_00000032_003.jpg-object0/object01_man_cheese_13s.jpg-word1/word10_d_dig6_2.wav,62.0,26.838499772999967,1.0,1.0,1.7139121280001746,0.0,28.55547031199967,26.840984082999967,4.0,26.0,1.0,1.0,0.0,dom-man-d
11.0,11.0,7.0,1.0,9.0,stat/stat_1.png-stat/stat_1.png-300,-1.0,30.86371974299982,-1.0,1.0,0.4092390539999542,1.0,31.283589868000035,30.87382238700002,4.0,30.0,0.0,0.0,1.0,st-st-st
11.0,11.0,8.0,1.0,9.0,stat/stat_1.png-stat/stat_1.png-300,-1.0,34.89638140599982,-1.0,1.0,0.4087830070002383,1.0,35.31418940399999,34.905113037999854,4.0,34.0,1.0,0.0,1.0,st-st-st
11.0,11.0,9.0,1.0,3.0,animal0/animal00_dom_OIP-dtgv504-r0mgoYCy5mUDDgHaFj.jpeg-object1/object11_man_iron_13s.jpg-word0/word00_d_door15_2.wav,0.0,38.99032329199963,0.0,0.0,1.6311714130001747,0.0,40.63572211499968,39.00390473199968,6.0,38.0,0.0,1.0,1.0,dom-man-d
